wrong_sentence,error_index
گیاهان جاندارانی هستند که رشد میکنند ، ولی جابهجا نمیشوند . به دانشمندانی که دربارهی گیاهان مطالعه میکنند ، گیاهشناس میگویند . انسان از گیاهان برای غذا ، دارو و مواد مفید دیگر مانند پنبه ، کاغز ، پارچه و ساختن وسایل چوبی استفاده میکند . گیاهان اکسیژن لازم برای نفس کشیدن انسانها و دیگر جانوران را فراهم میکنند . [تاجیکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
برای این دلیل ، نباید درباری مزوهای که مهم نیستند و مثلاً این که پول ، مشین و لباس خوب ، خانهی بزرگ داشتِ باشیم ناراحت باشیم . [صربستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0]"
گیاهان جاندارانی هستند که روشد میکنند ، ولی جابهجا نمیشوند به دانشمندانی که دربارهی گیاهان مطالعه میکنند ، گیاشناس میگویند . انسان از گیاهان برای غذا ، دارو و مواد مفید دیگر مانند پنبه ، کاغذ ، پارچه و ساختن وسایل چوبی استفاده میکند . گیاهان اکسژن لازم برای نفس کشیدن انسانها و دیگر جانوران را فراهم میکنند . [هند],"[0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
به جای مخالف طرف که وقت فراغات برای کودکان شماره می روند و بیشتر ساعات کلاس می خواهند_اما هیچ کسی به کادکون خود نمی پرس نظرشون مهمتر از نظر هیچ کسی است چرا به آنها از امور آزاد نمی پرسیم ؟ [اسپانیا],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
علی : غیر از کلاس این مدرسه چه دارد ؟ [چین],"[0, 0, 0, 0, 40, 0, 0, 0, 0, 0]"
در خانه درخت است ، این استخر است [پاکستان],"[0, 0, 0, 0, 0, 40, 40, 40]"
فاصلهی خانهی آقای مهدوی تا مغازهاش حدود پانصد متر است . او هر روزساعت هفت و نیمِ صبح پیاده به مغازه اش می رود و تا حدود ظهردر ساعت سازی میماند وساعتهای خراب را تعمیر میکند . در داروخانهی کوثر انواع داروها مانندِ قرص ، کپسول ، سرم ، آنپول ، شربت و پماد وجود دارد . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0]"
گویند کسان بهشت با حور خوش است من می گویم که آب انگور خوش است این نقد بگیر و دست از آن نسیار بدار کآواز دهل شنیدن از دور خوش است . [انگلستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
لپ تاپ روی میز است لپ تاپ سیاه است . [پاکستان],"[0, 0, 0, 0, 40, 0, 0, 0, 40, 0]"
خدا فرمو که : لقد کرمنا بنی آدم سراة الامران . [بنگلادش],"[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
او نیاز زمانی ندارد که بفهمد من قمگین هستم یا نه ، غذا خورده_ام یا نه ، مشکل دارم یا نه ، یادم است که روزی من گریه می کردم و او به من زنگ زد ، من با خندیدن به او جواب دادم در حالی که او با شنیدن صدایم متوجه شد که با من چیزی شده_است . [ارمنستان],"[0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در یک اتاق کمد دارد کمئ من رنگ قهوه ای است ، در دارد ، در من قهوه ای است ، فرش دارد ، فرش من قرمز است . [کامرون],"[0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
شاگرد باید سیه کند صدای اتثه اش بلند نشود اگر خنده بر او چیره گش بدون قهقه و بی سروصدا باشند یعنی فقط لبخند بزند و تبسوم کند . مصلحت آن است که بنایان و کارگاران بفرستیم تا در آنجا شهری بنا کنند و بناهای رفیع و قصر های بلند پای بسازند و هر متاع و جنس که نیکو باشد به آنجا روان سازیم . جانور هرچه کوچک تر و ناتوان تر باشند فاقد قدرت نگهداری فرزند باشند طولید مثل وی افزون تر و زایمانش بیشتر خواهد_بود . [ساحل عاج],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 بِبَخشید ، ار دو موضوع خوب نِمی فَهمام .  [اتریش],"[0, 0, 0, 13, 0, 0, 0, 0, 13, 0, 0]"
شمع روی میز است [روسیه],"[40, 0, 0, 0]"
به خاطر من دیدان سریال های ایرانی کمکم کرد که زبان فارسی بهتر صحبت کنم و بفهمم . [صربستان],"[0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
من مر روز شوب می پذم . [چین],"[0, 0, 0, 12, 0, 0, 0]"
در حافظهی انسان یادآوری و فراموش دو نعمت بزرگ است که خداوند به انسان داده_است بیدون این دو مشکلات زیادی برای انسان به وجود میآید چون انسان بی حافظ همه چیز را فراموش میکند ، آنچرا دیده ، شنیده و یا کفته را از یاد میبرد . وهیچ گاه نهمیتواند کسانی را که به او خوبی یا بدی کردهاند ، یا چیزهای که برای او سود یا زیان دارد به یاد آورد . [تاجیکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
و غیر است . [پاکستان],"[0, 13, 0, 0]"
جبرئیل فرمود : - طبق قرآن کریم- سوره ی علق : - اقرأ یعنی ای محمد بخوان حضرت محمد فرمود : نمی توانم بخوانم جبرئیل دوباره فرمود : - اقرأ باسم ربک الذی خلق یعنی بخوان به نام پروردگارت که جهان آفرید . [نیجریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0]"
من فصل زمستان علاقه دارم و خواـهرم فصل بهار دوست دارد . [پاکستان],"[0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0]"
او روز لولد به من هدیه می دهد . [پاکستان],"[0, 0, 12, 0, 0, 0, 0, 0, 0]"
علی : خدا را شکر خوب است به اندازه زندکی ما حقوق کافی است . [عراق],"[0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0]"
آن فیل است ، فیل یک حیوان است [عراق],"[0, 0, 0, 40, 0, 0, 0, 0]"
در خانی میوه است [هند],"[0, 12, 0, 0]"
مدرس المهدی خیلی خوب است . [پاکستان],"[13, 0, 0, 0, 0, 0]"
تواضع و فروتنی در مقابل تکبّر و خود بزرگ بینی است . تکبّر صفت ناپسندی است که دارندهی آن همیشه خود را بالاتر و بهتر از دیکزان می داند . صخش متکبّر همه را کوچک و بی ارزش می داند و انتظاردارد که دیگران به او سلام کنند و احترام بگذارند . در میان این مواد آب اصل ترین و مهمترین مادّه در زندگیها انسانها هست . انسانها برای زنده ماندن به این مادّهی حیاتی نیازمندند . نزدیک به سه چهارم بدن انسان از آب تشکیل شده_است و حودود هفداد درصد کرهی زمین را آب فرا گرفته_است . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اما می دونم که از دوستان وقعیم فقط خطره خوبی دارم ، هم در صورتی که ارتبط با ایشان ادامه می کند . [کرواسی],"[0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
برای مثال من در کودکی عادت داشتم هر روز فوتبال بازی کنم و دوستان زیادی سپری کردم که فوتبال بازی میکردم اما صد افسوس که این عادت کودکی دیگر تکرار نمیشود چون که دیگر دوست پیدا نمیکنی که با آن فوتبال بازی کنی یکیدیگر از عادتهای کودکی دوست داری هر روز به خانهی اقدام خویش یا خانهی دوستان بردی ، اما صد افسوس که وقتی بزرگ میشوی این عادت گم نمیشود و کمتر و قسمت را با دوستان خود سپری میکنی و دیگر عادت کودکی آن است که در کودکی از بزرگان فامیل عیدی بگیر ، مخصوصاً در عید نوروز ، و عید غدیرخم ، اما صد افسوس که دیگر عیدی دادن دیگر تکرار نمیشود . [تاجیکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 40, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اولین گروه معتقدند که بچه باید اوقات فراغ شون را در کلاس¬های آموزشی بگذرانند ، معتقدند که بچه باید از هر دقیقه در عمرشون استفاده کنند و یاد می¬گیرند تا آینده¬ی شون پر از ؟؟؟؟؟ می¬شود و در بهترین جا کار می¬کنند و بهترین فامیل ؟؟؟؟ و مهمترین چیزی است که وقت¬شون بیهوده شود و یا افتخار ؟؟؟؟    شون می¬نویسند . [لبنان],"[0, 0, 0, 0, 0, 0, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
برخی از مردم فکر می کنند که لذت زندگی در نماز ، عبادت خدا و دست آوردن قربت خداست ولی بعضی فکر می کنند که لذت زندگی در پول ، آسایش ها و تفریح است . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در شهری دوشنبه یک بیمریستان ی ایران است . [اتریش],"[0, 12, 0, 0, 0, 0, 0, 0, 0]"
به ویژه درباره مسائل دینی ، اخاقی و دیگر اطلاع دارد . [آذربایجان],"[0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
پدر در فکر چارهبود که ناگهان دوختر رو به پدر کرد و گفت بابا اگر من این دوای تلخ را بخورم هرچه خواستم برایم انجام میداهی ؟ پدر که فکر میکرد دوخترش عروسک یا اسباب باز جدید میخواهد گفت دخترم اگر پولش زیاد نباشد اسگال ندارد . دوختر گفت نه پولی نیست فقط غول بده آن را انجام بدهید . پدر قول داد و مریم با سختی تمام دارو را خورد آنگاه رو به پدرش کرد و گفت میخواهم سرم را تیح بزنی . [تاجیکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
وظیفه صلیب سرخ در زمان جنگ رسیدگی به اسیران و زخمییان جنگ و در زمان صُلح رسیدگی به آسیب دیدگان حوادث و رویی دادهای طبعی مانند سیل ، زمین لرزه و آتش فشان میباشد . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در خانه ی من آشپش خانه دارد . [کامرون],"[0, 0, 0, 0, 12, 12, 0, 0]"
کتاب الکترونیکی یک کتاب است که از اینترنت دانلود میکنیم و با وسیلهای تلفن دستگاه رایانه میخوانیم . [سوریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0]"
چون وزیر دانست که پادشاه مردی آقل است و آقبت کار را در نضر دارد گفت : ای پادشاه این مردم را حکمت این است که در سال روزی دارند که در آن روز جملهی مردم اتّفاق کرده پادشاه خود را از تخت فرود آورده و به دریا اندازند و روز دیگر رفته قریبی که از راه برسد و از این سرّ واقف نباشد بیاورند و بر تخت بنشانند چنان که تو را آوردهاند از عموری که لازم است از برای مجاهد مشارطه مراقبه و محاسبه است . مشارطه آن است که در اوّل روز با خود مثلن شرط کند که امروز بر خلاف فرمودهی خداوند طبارک و طعالا رفتار نکند و معلوم است که ، یک روز خلاف نکردن امر است صهل و انسان میتواند به آسانی از عهده برآید . پس از چند روز افسران و درجهداران نیروی هوالی با لباسهای نزامی به حضو امام رسیدند و با ایشان بیعت کردند این بیعت زربهی بزرگی بر حکومت شاه بود . بختیار که در آخرین نفسهای نزام شاهنشاهی از طرف آمریکاییها نخست وزیر شده_بود وقتی اضا را چنین دید با هدایت ژنرال هایدز آمریکایی در صدد اجرای یک کودتای خونین برآمد . [آذربایجان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
من فرهنگ فارسی را هم خیلی دوست دارم فرهنگ گشورهای دیگ ر را هم دوست می دادم . خوب . [ترکیه],"[0, 12, 0, 0, 0, 0, 0, 0, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
همین طور غذای خوابگاه یا دانشگاه خوب مثل غذای خانه که مادر آن را پخته_است نیست . [جمهوری چک],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0]"
ای فرماندار عمل کارکنان حکومت خود را بازرسی کن . مبادا در حکومت تو خادم و خائن یک شان باشند . زیرا خادمی که در اضای خدمت خود مزد و مرحمت نبیند . دلسرد و بیقید می گردد . شاگرد نباید بی جا و نا به هنگام پرسش کند و گرنه برای شنیدن پاسخ آن حیچ حکّی ندارد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
سمّیه پرستاری خوش اخلاق و مهربان . او در بخش کودکان بیمارستان امام خمینی کار میکند . او به کودکان بیمار در خوردن داروها کمک میکند . هنگام پانسمان زخمِشان ، آنها را نوازش میکند و با مهربانی زخمشان را میشوید پماد میزند و سپس بوسیلهی باند میبندد . او به کودکان علاقه دارد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
حالا که حق تعالی مرا از چنان غرقابی نجات داده و به چنین جایی رسانیده است از عاقبت کار خود غافل نباید شد . پس از میان وزرا مرد بزرگ و فهمیده_ای را برگزید و او را رفیق و محرم راز خود گردانید هر سرّی که داش با او در میان گذاشت . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در سفر ، در دانشگاه ، در خوابگاه پول من زیاد تصرف شده هستند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
